face_uuid,match_file,match_score,model,distance_metric,number_of_hits
40648470-b0cf-4e07-a08b-2b9063a9e78b,5efa5b53-ada6-486e-8b66-4c6330a71ea7.png,0.6610316140845086,Facenet512,euclidean_l2,34
1095d896-32ef-4f41-95cd-1933f38ad039,f891fb5e-737c-4bf0-9c55-824f2cdff348.png,0.5952369324097313,Facenet512,euclidean_l2,38
b9542270-9efd-4217-953f-a1be77b229fe,5efa5b53-ada6-486e-8b66-4c6330a71ea7.png,0.5707881427268557,Facenet512,euclidean_l2,40
1bee575a-cdd2-4ae8-a682-173e78107ce5,c0c7aedd-97dc-4394-8336-f812c19fc1a2.png,0.5291036243974621,Facenet512,euclidean_l2,36
f5aaca69-14d5-4d79-9544-d988ad227431,cc6b3530-cd71-4500-a5fe-d868c449b8d1.png,0.9525343704908527,Facenet512,euclidean_l2,14
8001c362-d430-44b1-a524-51d38216e58f,laschet_armin.jpeg,0.5495788570219918,Facenet512,euclidean_l2,38
7f3c7ee7-d898-4427-bd5e-d33255801336,1e103923-022b-4d3f-a32e-e9c848a00e70.png,0.6103242769164782,Facenet512,euclidean_l2,38
56317dc6-9642-4961-9947-36b209fbbb85,544c4dd7-ae0f-4d1e-825f-3d9e1eca7fd3.png,0.6423275830266211,Facenet512,euclidean_l2,40
1cd8df13-e870-44bf-b09c-26417779cab2,1e103923-022b-4d3f-a32e-e9c848a00e70.png,1.028656237889607,Facenet512,euclidean_l2,2
03197b4d-b5ae-4ad2-9dfd-f13b697ee4b9,b95e4651-bf56-4f12-8d9c-4defe1aef9b0.png,0.5193661865856709,Facenet512,euclidean_l2,40
4b311669-16a1-4548-ae9c-317e12d05be1,c1a12a4c-30ca-47ec-b1c5-11409ded5262.png,0.6877742022172308,Facenet512,euclidean_l2,40
e56c1f02-1037-4060-a30b-f6bfac00ee76,5efa5b53-ada6-486e-8b66-4c6330a71ea7.png,0.5643933721946263,Facenet512,euclidean_l2,38
2609b3ca-e7af-4ef8-a26f-08893221416e,cc6b3530-cd71-4500-a5fe-d868c449b8d1.png,0.9711481306042867,Facenet512,euclidean_l2,8
fc1aa905-8b64-42bc-a11b-dbadec659755,laschet_armin.jpeg,0.7631107970495009,Facenet512,euclidean_l2,34
